t;Ep;Ec;Em;
2.73;-12.1;0.262;-11.8;
2.73;-12.1;0.267;-11.8;
2.74;-12.1;0.273;-11.8;
2.74;-12.1;0.279;-11.8;
2.74;-12.1;0.285;-11.8;
2.74;-12.1;0.29;-11.8;
2.74;-12.1;0.296;-11.8;
2.74;-12.1;0.302;-11.8;
2.74;-12.1;0.308;-11.8;
2.74;-12.2;0.314;-11.8;
2.74;-12.2;0.32;-11.8;
2.74;-12.2;0.327;-11.8;
2.75;-12.2;0.333;-11.8;
2.75;-12.2;0.339;-11.8;
2.75;-12.2;0.345;-11.8;
2.75;-12.2;0.352;-11.8;
2.75;-12.2;0.358;-11.8;
2.75;-12.2;0.365;-11.8;
2.75;-12.2;0.371;-11.8;
2.75;-12.2;0.378;-11.8;
2.75;-12.2;0.385;-11.8;
2.75;-12.2;0.391;-11.8;
2.76;-12.2;0.398;-11.8;
2.76;-12.2;0.405;-11.8;
2.76;-12.3;0.412;-11.8;
2.76;-12.3;0.419;-11.8;
2.76;-12.3;0.426;-11.8;
2.76;-12.3;0.433;-11.8;
2.76;-12.3;0.44;-11.8;
2.76;-12.3;0.447;-11.8;
2.76;-12.3;0.454;-11.8;
2.76;-12.3;0.461;-11.8;
2.77;-12.3;0.468;-11.8;
2.77;-12.3;0.476;-11.8;
2.77;-12.3;0.483;-11.8;
2.77;-12.3;0.49;-11.8;
2.77;-12.3;0.498;-11.8;
2.77;-12.3;0.505;-11.8;
2.77;-12.4;0.513;-11.8;
2.77;-12.4;0.52;-11.8;
2.77;-12.4;0.528;-11.8;
2.77;-12.4;0.536;-11.8;
2.78;-12.4;0.543;-11.8;
2.78;-12.4;0.551;-11.8;
2.78;-12.4;0.559;-11.8;
2.78;-12.4;0.567;-11.8;
2.78;-12.4;0.575;-11.8;
2.78;-12.4;0.583;-11.8;
2.78;-12.4;0.59;-11.8;
2.78;-12.4;0.598;-11.8;
2.78;-12.4;0.607;-11.8;
2.78;-12.5;0.615;-11.8;
2.79;-12.5;0.623;-11.8;
2.79;-12.5;0.631;-11.8;
2.79;-12.5;0.639;-11.8;
2.79;-12.5;0.647;-11.8;
2.79;-12.5;0.656;-11.8;
2.79;-12.5;0.664;-11.8;
2.79;-12.5;0.672;-11.8;
2.79;-12.5;0.681;-11.8;
2.79;-12.5;0.689;-11.8;
2.79;-12.5;0.698;-11.8;
2.8;-12.5;0.706;-11.8;
2.8;-12.6;0.715;-11.8;
2.8;-12.6;0.723;-11.8;
2.8;-12.6;0.732;-11.8;
2.8;-12.6;0.741;-11.8;
2.8;-12.6;0.749;-11.8;
2.8;-12.6;0.758;-11.8;
2.8;-12.6;0.767;-11.8;
2.8;-12.6;0.776;-11.8;
2.8;-12.6;0.784;-11.8;
2.81;-12.6;0.793;-11.8;
2.81;-12.6;0.802;-11.8;
2.81;-12.7;0.811;-11.8;
2.81;-12.7;0.82;-11.8;
2.81;-12.7;0.829;-11.8;
2.81;-12.7;0.838;-11.8;
2.81;-12.7;0.847;-11.8;
2.81;-12.7;0.856;-11.8;
2.81;-12.7;0.865;-11.8;
2.81;-12.7;0.874;-11.8;
2.82;-12.7;0.883;-11.8;
2.82;-12.7;0.893;-11.8;
2.82;-12.7;0.902;-11.8;
2.82;-12.8;0.911;-11.8;
2.82;-12.8;0.92;-11.8;
2.82;-12.8;0.929;-11.8;
2.82;-12.8;0.939;-11.8;
2.82;-12.8;0.948;-11.8;
2.82;-12.8;0.957;-11.8;
2.82;-12.8;0.967;-11.8;
2.83;-12.8;0.976;-11.8;
2.83;-12.8;0.986;-11.8;
2.83;-12.8;0.995;-11.8;
2.83;-12.8;1;-11.8;
2.83;-12.9;1.01;-11.8;
2.83;-12.9;1.02;-11.8;
2.83;-12.9;1.03;-11.8;
2.83;-12.9;1.04;-11.8;
2.83;-12.9;1.05;-11.8;
2.83;-12.9;1.06;-11.8;
2.84;-12.9;1.07;-11.8;
2.84;-12.9;1.08;-11.8;
2.84;-12.9;1.09;-11.8;
2.84;-12.9;1.1;-11.8;
2.84;-13;1.11;-11.8;
2.84;-13;1.12;-11.8;
2.84;-13;1.13;-11.8;
2.84;-13;1.14;-11.8;
2.84;-13;1.15;-11.8;
2.84;-13;1.16;-11.8;
2.85;-13;1.17;-11.8;
2.85;-13;1.18;-11.8;
2.85;-13;1.19;-11.8;
2.85;-13;1.2;-11.8;
2.85;-13;1.21;-11.8;
2.85;-13.1;1.21;-11.8;
2.85;-13.1;1.22;-11.8;
2.85;-13.1;1.23;-11.8;
2.85;-13.1;1.24;-11.8;
2.85;-13.1;1.25;-11.8;
2.86;-13.1;1.26;-11.8;
2.86;-13.1;1.27;-11.8;
2.86;-13.1;1.28;-11.8;
2.86;-13.1;1.29;-11.8;
2.86;-13.1;1.3;-11.8;
2.86;-13.2;1.31;-11.8;
2.86;-13.2;1.32;-11.8;
2.86;-13.2;1.33;-11.8;
2.86;-13.2;1.34;-11.8;
2.86;-13.2;1.35;-11.8;
2.87;-13.2;1.36;-11.8;
2.87;-13.2;1.37;-11.8;
2.87;-13.2;1.38;-11.8;
2.87;-13.2;1.39;-11.8;
2.87;-13.2;1.4;-11.8;
2.87;-13.2;1.41;-11.8;
2.87;-13.3;1.42;-11.8;
2.87;-13.3;1.43;-11.8;
2.87;-13.3;1.44;-11.8;
2.87;-13.3;1.44;-11.8;
2.88;-13.3;1.45;-11.8;
2.88;-13.3;1.46;-11.8;
2.88;-13.3;1.47;-11.8;
2.88;-13.3;1.48;-11.8;
2.88;-13.3;1.49;-11.8;
2.88;-13.3;1.5;-11.8;
2.88;-13.4;1.51;-11.8;
2.88;-13.4;1.52;-11.8;
2.88;-13.4;1.53;-11.8;
2.88;-13.4;1.54;-11.8;
2.89;-13.4;1.55;-11.8;
2.89;-13.4;1.56;-11.8;
2.89;-13.4;1.56;-11.8;
2.89;-13.4;1.57;-11.8;
2.89;-13.4;1.58;-11.8;
2.89;-13.4;1.59;-11.8;
2.89;-13.4;1.6;-11.8;
2.89;-13.5;1.61;-11.8;
2.89;-13.5;1.62;-11.8;
2.89;-13.5;1.63;-11.8;
2.9;-13.5;1.64;-11.8;
2.9;-13.5;1.65;-11.8;
2.9;-13.5;1.65;-11.8;
2.9;-13.5;1.66;-11.8;
2.9;-13.5;1.67;-11.8;
2.9;-13.5;1.68;-11.8;
2.9;-13.5;1.69;-11.8;
2.9;-13.5;1.7;-11.8;
2.9;-13.5;1.7;-11.8;
2.9;-13.6;1.71;-11.8;
2.91;-13.6;1.72;-11.8;
2.91;-13.6;1.73;-11.8;
2.91;-13.6;1.74;-11.8;
2.91;-13.6;1.75;-11.8;
2.91;-13.6;1.75;-11.8;
2.91;-13.6;1.76;-11.8;
2.91;-13.6;1.77;-11.8;
2.91;-13.6;1.78;-11.8;
2.91;-13.6;1.79;-11.8;
2.91;-13.6;1.79;-11.8;
2.92;-13.6;1.8;-11.8;
2.92;-13.7;1.81;-11.8;
2.92;-13.7;1.82;-11.8;
2.92;-13.7;1.82;-11.8;
2.92;-13.7;1.83;-11.8;
2.92;-13.7;1.84;-11.8;
2.92;-13.7;1.85;-11.8;
2.92;-13.7;1.85;-11.8;
2.92;-13.7;1.86;-11.8;
2.92;-13.7;1.87;-11.8;
2.93;-13.7;1.88;-11.8;
2.93;-13.7;1.88;-11.8;
2.93;-13.7;1.89;-11.8;
2.93;-13.7;1.9;-11.8;
2.93;-13.7;1.9;-11.8;
2.93;-13.8;1.91;-11.8;
2.93;-13.8;1.92;-11.8;
2.93;-13.8;1.92;-11.8;
2.93;-13.8;1.93;-11.8;
2.93;-13.8;1.94;-11.8;
2.94;-13.8;1.94;-11.8;
2.94;-13.8;1.95;-11.8;
2.94;-13.8;1.95;-11.8;
2.94;-13.8;1.96;-11.8;
2.94;-13.8;1.97;-11.8;
2.94;-13.8;1.97;-11.8;
2.94;-13.8;1.98;-11.8;
2.94;-13.8;1.98;-11.8;
2.94;-13.8;1.99;-11.8;
2.94;-13.8;2;-11.8;
2.95;-13.8;2;-11.8;
2.95;-13.8;2.01;-11.8;
2.95;-13.9;2.01;-11.8;
2.95;-13.9;2.02;-11.8;
2.95;-13.9;2.02;-11.8;
2.95;-13.9;2.03;-11.8;
2.95;-13.9;2.03;-11.8;
2.95;-13.9;2.04;-11.8;
2.95;-13.9;2.04;-11.8;
2.95;-13.9;2.05;-11.8;
2.96;-13.9;2.05;-11.8;
2.96;-13.9;2.06;-11.8;
2.96;-13.9;2.06;-11.8;
2.96;-13.9;2.07;-11.8;
2.96;-13.9;2.07;-11.8;
2.96;-13.9;2.07;-11.8;
2.96;-13.9;2.08;-11.8;
2.96;-13.9;2.08;-11.8;
2.96;-13.9;2.09;-11.8;
2.96;-13.9;2.09;-11.8;
2.97;-13.9;2.09;-11.8;
2.97;-13.9;2.1;-11.8;
2.97;-13.9;2.1;-11.8;
2.97;-13.9;2.1;-11.8;
2.97;-13.9;2.11;-11.8;
2.97;-14;2.11;-11.8;
2.97;-14;2.11;-11.8;
2.97;-14;2.12;-11.8;
2.97;-14;2.12;-11.8;
2.97;-14;2.12;-11.8;
2.98;-14;2.13;-11.8;
2.98;-14;2.13;-11.8;
2.98;-14;2.13;-11.8;
2.98;-14;2.14;-11.8;
2.98;-14;2.14;-11.8;
2.98;-14;2.14;-11.8;
2.98;-14;2.14;-11.8;
2.98;-14;2.15;-11.8;
2.98;-14;2.15;-11.8;
2.98;-14;2.15;-11.8;
2.99;-14;2.15;-11.8;
2.99;-14;2.15;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.16;-11.8;
2.99;-14;2.17;-11.8;
2.99;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.17;-11.8;
3;-14;2.18;-11.8;
3;-14;2.18;-11.8;
3;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.01;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.18;-11.8;
3.02;-14;2.17;-11.8;
3.02;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.17;-11.8;
3.03;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.16;-11.8;
3.04;-14;2.15;-11.8;
3.04;-14;2.15;-11.8;
3.04;-14;2.15;-11.8;
3.04;-14;2.15;-11.8;
3.05;-14;2.15;-11.8;
3.05;-14;2.14;-11.8;
3.05;-14;2.14;-11.8;
3.05;-14;2.14;-11.8;
3.05;-14;2.14;-11.8;
3.05;-14;2.14;-11.8;
3.05;-14;2.13;-11.8;
3.05;-14;2.13;-11.8;
3.05;-14;2.13;-11.8;
3.05;-14;2.13;-11.8;
3.06;-14;2.13;-11.8;
3.06;-14;2.12;-11.8;
3.06;-14;2.12;-11.8;
3.06;-14;2.12;-11.8;
3.06;-14;2.12;-11.8;
3.06;-14;2.11;-11.8;
3.06;-14;2.11;-11.8;
3.06;-14;2.11;-11.8;
3.06;-13.9;2.11;-11.8;
3.06;-13.9;2.1;-11.8;
3.07;-13.9;2.1;-11.8;
3.07;-13.9;2.1;-11.8;
3.07;-13.9;2.1;-11.8;
3.07;-13.9;2.09;-11.8;
3.07;-13.9;2.09;-11.8;
3.07;-13.9;2.09;-11.8;
3.07;-13.9;2.09;-11.8;
3.07;-13.9;2.08;-11.8;
3.07;-13.9;2.08;-11.8;
3.07;-13.9;2.08;-11.8;
3.08;-13.9;2.08;-11.8;
3.08;-13.9;2.07;-11.8;
3.08;-13.9;2.07;-11.8;
3.08;-13.9;2.07;-11.8;
3.08;-13.9;2.06;-11.8;
3.08;-13.9;2.06;-11.8;
3.08;-13.9;2.06;-11.8;
3.08;-13.9;2.05;-11.8;
3.08;-13.9;2.05;-11.8;
3.08;-13.9;2.05;-11.8;
3.09;-13.9;2.05;-11.8;
3.09;-13.9;2.04;-11.8;
3.09;-13.9;2.04;-11.8;
3.09;-13.9;2.04;-11.8;
3.09;-13.9;2.03;-11.8;
3.09;-13.9;2.03;-11.8;
3.09;-13.9;2.03;-11.8;
3.09;-13.9;2.02;-11.8;
3.09;-13.9;2.02;-11.8;
3.09;-13.9;2.02;-11.8;
3.1;-13.9;2.01;-11.8;
3.1;-13.9;2.01;-11.8;
3.1;-13.9;2.01;-11.8;
3.1;-13.8;2.01;-11.8;
3.1;-13.8;2;-11.8;
3.1;-13.8;2;-11.8;
3.1;-13.8;2;-11.8;
3.1;-13.8;1.99;-11.8;
3.1;-13.8;1.99;-11.8;
3.1;-13.8;1.99;-11.8;
3.11;-13.8;1.98;-11.8;
3.11;-13.8;1.98;-11.8;
3.11;-13.8;1.98;-11.8;
3.11;-13.8;1.97;-11.8;
3.11;-13.8;1.97;-11.8;
3.11;-13.8;1.97;-11.8;
3.11;-13.8;1.96;-11.8;
3.11;-13.8;1.96;-11.8;
3.11;-13.8;1.96;-11.8;
3.11;-13.8;1.95;-11.8;
3.12;-13.8;1.95;-11.8;
3.12;-13.8;1.95;-11.8;
3.12;-13.8;1.94;-11.8;
3.12;-13.8;1.94;-11.8;
3.12;-13.8;1.94;-11.8;
3.12;-13.8;1.93;-11.8;
3.12;-13.8;1.93;-11.8;
3.12;-13.8;1.93;-11.8;
3.12;-13.8;1.92;-11.8;
3.12;-13.8;1.92;-11.8;
3.13;-13.8;1.92;-11.8;
3.13;-13.8;1.91;-11.8;
3.13;-13.8;1.91;-11.8;
3.13;-13.7;1.91;-11.8;
3.13;-13.7;1.9;-11.8;
3.13;-13.7;1.9;-11.8;
3.13;-13.7;1.9;-11.8;
3.13;-13.7;1.89;-11.8;
3.13;-13.7;1.89;-11.8;
3.13;-13.7;1.89;-11.8;
3.14;-13.7;1.88;-11.8;
3.14;-13.7;1.88;-11.8;
3.14;-13.7;1.88;-11.8;
3.14;-13.7;1.87;-11.8;
3.14;-13.7;1.87;-11.8;
3.14;-13.7;1.87;-11.8;
3.14;-13.7;1.86;-11.8;
3.14;-13.7;1.86;-11.8;
3.14;-13.7;1.86;-11.8;
3.14;-13.7;1.85;-11.8;
3.15;-13.7;1.85;-11.8;
3.15;-13.7;1.85;-11.8;
3.15;-13.7;1.84;-11.8;
3.15;-13.7;1.84;-11.8;
3.15;-13.7;1.84;-11.8;
3.15;-13.7;1.83;-11.8;
3.15;-13.7;1.83;-11.8;
3.15;-13.7;1.83;-11.8;
3.15;-13.7;1.82;-11.8;
3.15;-13.7;1.82;-11.8;
3.16;-13.7;1.82;-11.8;
3.16;-13.7;1.81;-11.8;
3.16;-13.7;1.81;-11.8;
3.16;-13.6;1.81;-11.8;
3.16;-13.6;1.8;-11.8;
3.16;-13.6;1.8;-11.8;
3.16;-13.6;1.8;-11.8;
3.16;-13.6;1.79;-11.8;
3.16;-13.6;1.79;-11.8;
3.16;-13.6;1.79;-11.8;
3.17;-13.6;1.79;-11.8;
3.17;-13.6;1.78;-11.8;
3.17;-13.6;1.78;-11.8;
3.17;-13.6;1.78;-11.8;
3.17;-13.6;1.77;-11.8;
3.17;-13.6;1.77;-11.8;
3.17;-13.6;1.77;-11.8;
3.17;-13.6;1.76;-11.8;
3.17;-13.6;1.76;-11.8;
3.17;-13.6;1.76;-11.8;
3.18;-13.6;1.76;-11.8;
3.18;-13.6;1.75;-11.8;
3.18;-13.6;1.75;-11.8;
3.18;-13.6;1.75;-11.8;
3.18;-13.6;1.74;-11.8;
3.18;-13.6;1.74;-11.8;
3.18;-13.6;1.74;-11.8;
3.18;-13.6;1.74;-11.8;
3.18;-13.6;1.73;-11.8;
3.18;-13.6;1.73;-11.8;
3.19;-13.6;1.73;-11.8;
3.19;-13.6;1.73;-11.8;
3.19;-13.6;1.72;-11.8;
3.19;-13.6;1.72;-11.8;
3.19;-13.6;1.72;-11.8;
3.19;-13.6;1.71;-11.8;
3.19;-13.6;1.71;-11.8;
3.19;-13.6;1.71;-11.8;
3.19;-13.5;1.71;-11.8;
3.19;-13.5;1.7;-11.8;
3.2;-13.5;1.7;-11.8;
3.2;-13.5;1.7;-11.8;
3.2;-13.5;1.7;-11.8;
3.2;-13.5;1.69;-11.8;
3.2;-13.5;1.69;-11.8;
3.2;-13.5;1.69;-11.8;
3.2;-13.5;1.69;-11.8;
3.2;-13.5;1.68;-11.8;
3.2;-13.5;1.68;-11.8;
3.2;-13.5;1.68;-11.8;
3.21;-13.5;1.68;-11.8;
3.21;-13.5;1.68;-11.8;
3.21;-13.5;1.67;-11.8;
3.21;-13.5;1.67;-11.8;
3.21;-13.5;1.67;-11.8;
3.21;-13.5;1.67;-11.8;
3.21;-13.5;1.66;-11.8;
3.21;-13.5;1.66;-11.8;
3.21;-13.5;1.66;-11.8;
3.21;-13.5;1.66;-11.8;
3.22;-13.5;1.66;-11.8;
3.22;-13.5;1.65;-11.8;
3.22;-13.5;1.65;-11.8;
3.22;-13.5;1.65;-11.8;
3.22;-13.5;1.65;-11.8;
3.22;-13.5;1.65;-11.8;
3.22;-13.5;1.64;-11.8;
3.22;-13.5;1.64;-11.8;
3.22;-13.5;1.64;-11.8;
3.22;-13.5;1.64;-11.8;
3.23;-13.5;1.64;-11.8;
3.23;-13.5;1.64;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.63;-11.8;
3.23;-13.5;1.62;-11.8;
3.23;-13.5;1.62;-11.8;
3.24;-13.5;1.62;-11.8;
3.24;-13.5;1.62;-11.8;
3.24;-13.5;1.62;-11.8;
3.24;-13.5;1.62;-11.8;
3.24;-13.5;1.61;-11.8;
3.24;-13.5;1.61;-11.8;
3.24;-13.5;1.61;-11.8;
3.24;-13.5;1.61;-11.8;
3.24;-13.5;1.61;-11.8;
3.24;-13.4;1.61;-11.8;
3.25;-13.4;1.61;-11.8;
3.25;-13.4;1.61;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.25;-13.4;1.6;-11.8;
3.26;-13.4;1.6;-11.8;
3.26;-13.4;1.6;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.26;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.59;-11.8;
3.27;-13.4;1.58;-11.8;
3.27;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.28;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.58;-11.8;
3.29;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.3;-13.4;1.59;-11.8;
3.31;-13.4;1.59;-11.8;
3.31;-13.4;1.59;-11.8;
3.31;-13.4;1.59;-11.8;
3.31;-13.4;1.59;-11.8;
3.31;-13.4;1.59;-11.8;
3.31;-13.4;1.6;-11.8;
3.31;-13.4;1.6;-11.8;
3.31;-13.4;1.6;-11.8;
3.31;-13.4;1.6;-11.8;
3.31;-13.4;1.6;-11.8;
3.32;-13.4;1.6;-11.8;
3.32;-13.4;1.6;-11.8;
3.32;-13.4;1.6;-11.8;
3.32;-13.4;1.6;-11.8;
3.32;-13.4;1.61;-11.8;
3.32;-13.4;1.61;-11.8;
3.32;-13.4;1.61;-11.8;
3.32;-13.5;1.61;-11.8;
3.32;-13.5;1.61;-11.8;
3.32;-13.5;1.61;-11.8;
3.33;-13.5;1.61;-11.8;
3.33;-13.5;1.61;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.62;-11.8;
3.33;-13.5;1.63;-11.8;
3.33;-13.5;1.63;-11.8;
3.34;-13.5;1.63;-11.8;
3.34;-13.5;1.63;-11.8;
3.34;-13.5;1.63;-11.8;
3.34;-13.5;1.63;-11.8;
3.34;-13.5;1.64;-11.8;
3.34;-13.5;1.64;-11.8;
3.34;-13.5;1.64;-11.8;
3.34;-13.5;1.64;-11.8;
3.34;-13.5;1.64;-11.8;
3.34;-13.5;1.65;-11.8;
3.35;-13.5;1.65;-11.8;
3.35;-13.5;1.65;-11.8;
3.35;-13.5;1.65;-11.8;
3.35;-13.5;1.65;-11.8;
3.35;-13.5;1.66;-11.8;
3.35;-13.5;1.66;-11.8;
3.35;-13.5;1.66;-11.8;
3.35;-13.5;1.66;-11.8;
3.35;-13.5;1.67;-11.8;
3.35;-13.5;1.67;-11.8;
3.36;-13.5;1.67;-11.8;
3.36;-13.5;1.67;-11.8;
3.36;-13.5;1.68;-11.8;
3.36;-13.5;1.68;-11.8;
3.36;-13.5;1.68;-11.8;
3.36;-13.5;1.68;-11.8;
3.36;-13.5;1.69;-11.8;
3.36;-13.5;1.69;-11.8;
3.36;-13.5;1.69;-11.8;
3.36;-13.5;1.69;-11.8;
3.37;-13.5;1.7;-11.8;
3.37;-13.5;1.7;-11.8;
3.37;-13.5;1.7;-11.8;
3.37;-13.5;1.71;-11.8;
3.37;-13.5;1.71;-11.8;
3.37;-13.6;1.71;-11.8;
3.37;-13.6;1.71;-11.8;
3.37;-13.6;1.72;-11.8;
3.37;-13.6;1.72;-11.8;
3.37;-13.6;1.72;-11.8;
3.38;-13.6;1.73;-11.8;
3.38;-13.6;1.73;-11.8;
3.38;-13.6;1.73;-11.8;
3.38;-13.6;1.74;-11.8;
3.38;-13.6;1.74;-11.8;
3.38;-13.6;1.74;-11.8;
3.38;-13.6;1.74;-11.8;
3.38;-13.6;1.75;-11.8;
3.38;-13.6;1.75;-11.8;
3.38;-13.6;1.75;-11.8;
3.39;-13.6;1.76;-11.8;
3.39;-13.6;1.76;-11.8;
3.39;-13.6;1.76;-11.8;
3.39;-13.6;1.77;-11.8;
3.39;-13.6;1.77;-11.8;
3.39;-13.6;1.77;-11.8;
3.39;-13.6;1.78;-11.8;
3.39;-13.6;1.78;-11.8;
3.39;-13.6;1.78;-11.8;
3.39;-13.6;1.79;-11.8;
3.4;-13.6;1.79;-11.8;
3.4;-13.6;1.8;-11.8;
3.4;-13.6;1.8;-11.8;
3.4;-13.6;1.8;-11.8;
3.4;-13.6;1.81;-11.8;
3.4;-13.7;1.81;-11.8;
3.4;-13.7;1.81;-11.8;
3.4;-13.7;1.82;-11.8;
3.4;-13.7;1.82;-11.8;
3.4;-13.7;1.83;-11.8;
3.41;-13.7;1.83;-11.8;
3.41;-13.7;1.83;-11.8;
3.41;-13.7;1.84;-11.8;
3.41;-13.7;1.84;-11.8;
3.41;-13.7;1.84;-11.8;
3.41;-13.7;1.85;-11.8;
3.41;-13.7;1.85;-11.8;
3.41;-13.7;1.86;-11.8;
3.41;-13.7;1.86;-11.8;
3.41;-13.7;1.86;-11.8;
3.42;-13.7;1.87;-11.8;
3.42;-13.7;1.87;-11.8;
3.42;-13.7;1.88;-11.8;
3.42;-13.7;1.88;-11.8;
3.42;-13.7;1.88;-11.8;
3.42;-13.7;1.89;-11.8;
3.42;-13.7;1.89;-11.8;
3.42;-13.7;1.9;-11.8;
3.42;-13.7;1.9;-11.8;
3.42;-13.7;1.9;-11.8;
3.43;-13.7;1.91;-11.8;
3.43;-13.8;1.91;-11.8;
3.43;-13.8;1.92;-11.8;
3.43;-13.8;1.92;-11.8;
3.43;-13.8;1.92;-11.8;
3.43;-13.8;1.93;-11.8;
3.43;-13.8;1.93;-11.8;
3.43;-13.8;1.94;-11.8;
3.43;-13.8;1.94;-11.8;
3.43;-13.8;1.95;-11.8;
3.44;-13.8;1.95;-11.8;
3.44;-13.8;1.95;-11.8;
3.44;-13.8;1.96;-11.8;
3.44;-13.8;1.96;-11.8;
3.44;-13.8;1.97;-11.8;
3.44;-13.8;1.97;-11.8;
3.44;-13.8;1.98;-11.8;
3.44;-13.8;1.98;-11.8;
3.44;-13.8;1.98;-11.8;
3.44;-13.8;1.99;-11.8;
3.45;-13.8;1.99;-11.8;
3.45;-13.8;2;-11.8;
3.45;-13.8;2;-11.8;
3.45;-13.8;2;-11.8;
3.45;-13.9;2.01;-11.8;
3.45;-13.9;2.01;-11.8;
3.45;-13.9;2.02;-11.8;
3.45;-13.9;2.02;-11.8;
3.45;-13.9;2.03;-11.8;
3.45;-13.9;2.03;-11.8;
3.46;-13.9;2.03;-11.8;
3.46;-13.9;2.04;-11.8;
3.46;-13.9;2.04;-11.8;
3.46;-13.9;2.05;-11.8;
3.46;-13.9;2.05;-11.8;
3.46;-13.9;2.06;-11.8;
3.46;-13.9;2.06;-11.8;
3.46;-13.9;2.06;-11.8;
3.46;-13.9;2.07;-11.8;
3.46;-13.9;2.07;-11.8;
3.47;-13.9;2.08;-11.8;
3.47;-13.9;2.08;-11.8;
3.47;-13.9;2.08;-11.8;
3.47;-13.9;2.09;-11.8;
3.47;-13.9;2.09;-11.8;
3.47;-13.9;2.1;-11.8;
3.47;-13.9;2.1;-11.8;
3.47;-13.9;2.1;-11.8;
3.47;-14;2.11;-11.8;
3.47;-14;2.11;-11.8;
3.48;-14;2.12;-11.8;
3.48;-14;2.12;-11.8;
3.48;-14;2.12;-11.8;
3.48;-14;2.13;-11.8;
3.48;-14;2.13;-11.8;
3.48;-14;2.14;-11.8;
3.48;-14;2.14;-11.8;
3.48;-14;2.14;-11.8;
